A,B,Y
7.33822,6.18943,0.81992
7.21595,3.89246,-0.99364
8.63772,2.49303,-0.99088
9.04095,3.64617,0.12046
2.5655,0.76515,-0.18794
3.29036,3.46043,0.45075
9.47951,6.26067,-0.03221
5.85694,1.81374,0.98325
4.71747,7.37467,-0.45665
6.84925,4.23219,-0.99632
9.1904,7.73692,-0.93888
8.80924,0.25613,0.35172
7.35669,0.67789,0.98373
6.12443,4.73015,-0.99008
3.0463,7.15785,-0.70283
1.04003,3.42621,-0.96986
9.35848,4.22489,0.85053
3.48969,3.61166,0.7299
1.89942,3.18781,-0.93056
2.2353,5.92238,0.95424
7.95661,7.47876,0.26923
1.44145,6.1275,0.95965
7.562,9.5054,-0.97775
3.81185,2.44627,-0.02506
3.5473,7.32993,-0.993
3.31638,3.56407,0.56238
5.31534,4.21965,-0.10999
0.96974,0.30123,0.95539
3.56151,0.43717,-0.75594
8.85384,4.12709,0.40279
8.54644,2.53619,-0.99621
5.31082,1.54616,0.54282
9.08869,2.1606,-0.96799
2.96218,5.79636,0.61803
8.85531,3.1275,-0.551
3.78726,0.83445,-0.99589
8.09683,4.36004,-0.10928
8.35405,9.7612,-0.67007
5.83783,3.7979,-0.20939
5.95944,5.41159,-0.93034
5.22403,2.54191,0.99613
5.65351,2.15932,0.99915
8.06714,4.67991,0.1797
6.06316,0.22717,0.00714
9.15561,0.49685,-0.22572
6.2613,4.50195,-0.97313
8.73773,1.94345,-0.95098
9.33456,5.57934,0.71321
9.01032,9.02529,-0.72701
9.75812,4.13602,0.97062
5.7539,3.08867,0.54987
4.50553,7.85012,-0.20916
2.07683,3.10637,-0.8912
0.5037,8.7223,0.19747
5.4198,4.24183,-0.23464
0.15948,6.73254,0.57192
7.5324,7.45279,0.66147
8.98835,5.57308,0.91134
9.18447,1.90373,-0.99571
5.13899,8.31658,0.77657
5.44297,5.16821,-0.92702
5.41514,6.50015,-0.60605
4.19593,9.65542,0.95943
1.6947,6.22912,0.99756
6.2226,7.60733,0.95317
7.5383,6.80954,0.97789
5.40275,8.43038,0.95414
7.12896,7.68691,0.77839
3.90442,1.978,-0.39012
5.2,7.87003,0.48263
7.02168,8.03873,0.60324
3.95045,5.34309,0.13086
4.12234,6.4546,-0.91365
4.17878,8.35948,-0.0281
4.70917,4.38447,0.32512
4.21341,0.72569,-0.97441
6.08034,3.36389,-0.01945
9.20672,8.77621,-0.76215
9.38545,1.34566,-0.96523
9.79641,5.65539,0.25337
5.40101,6.15173,-0.84876
7.75261,2.56597,-0.77946
3.70976,9.72079,0.76056
8.48928,8.40542,-0.92715
1.43623,6.8766,0.89656
8.66265,0.71662,0.04549
0.21455,6.17842,0.10956
0.76114,3.2958,-0.79278
4.09324,5.21171,0.11955
7.21877,1.17126,0.85973
5.09398,6.56634,-0.78708
1.78794,3.93862,-0.52833
8.9818,8.85487,-0.84836
3.8241,5.14723,0.43807
8.04592,1.70148,-0.31705
4.83757,9.94763,0.79728
8.62146,4.4331,0.46903
9.23538,5.32185,0.91306
8.86153,2.48149,-0.94024
3.23028,9.98115,0.60125
5.08816,0.93893,-0.25331
5.50684,8.03401,0.82741
1.30268,7.36826,0.68445
4.33694,1.11998,-0.7354
2.45793,6.98167,-0.01482
2.99443,3.56307,0.27089
5.43036,3.99675,-0.00233
0.82402,5.24107,-0.21637
4.72927,0.01914,-0.99935
5.16233,0.22284,-0.78209
9.09645,8.60401,-0.91239
4.03527,5.99126,-0.56609
5.93787,7.68936,0.87278
8.66591,9.68796,-0.47563
0.0227,6.71413,0.43825
3.6097,4.36057,0.99325
5.12002,6.76405,-0.63059
9.38038,6.06338,0.26114
1.07504,3.55316,-0.99646
6.7487,2.26748,0.39733
8.56932,3.97475,-0.0223
9.38855,2.29263,-0.77403
8.25593,7.45762,-0.00559
8.8777,6.16854,0.61448
4.49646,1.59025,-0.19522
9.71108,1.34218,-0.99834
7.63303,5.5172,0.55125
7.19485,8.55027,-0.03715
0.57292,2.94909,-0.37131
4.60231,3.77629,0.86552
9.04772,3.71236,0.1925
2.75391,0.86659,-0.46081
1.27234,9.35643,-0.93348
2.28414,6.61365,0.50294
8.39743,0.27044,0.68668
2.97532,0.72373,-0.52903
8.12875,3.34781,-0.88654
4.1442,1.77847,-0.35275
1.80556,6.72927,0.77704
3.42245,8.91931,-0.22272
1.65798,9.22495,-0.99366
9.58036,3.28122,0.29094
7.1102,6.45997,0.84352
4.44907,8.1019,-0.0154
8.07846,7.51578,0.11347
2.89715,1.84883,-0.99944
8.55235,1.65693,-0.70647
9.53109,1.28372,-0.98371
1.07495,9.62469,-0.95653
4.27012,5.94745,-0.71232
0.98456,6.56982,0.95545
5.37995,1.65627,0.68385
4.39647,5.93201,-0.78562
6.18761,1.33653,0.94609
9.28879,2.17491,-0.89241
5.26293,2.93978,0.93981
2.7039,1.09602,-0.6118
5.55166,2.47175,0.98568
5.9536,4.07602,-0.56863
7.14651,5.24922,-0.16982
4.09472,3.49011,0.964
9.23798,6.84982,-0.37076
1.74127,0.29351,0.89428
9.31213,2.40473,-0.75096
9.13102,3.22812,-0.20575
5.94536,9.18397,0.54688
3.34272,4.0456,0.89353
0.72247,6.80357,0.94671
8.21866,3.04733,-0.96366
7.02534,7.7305,0.81465
9.4081,8.51029,-0.80232
2.35166,5.684,0.98354
3.54941,3.85194,0.8993
9.62404,8.60585,-0.58077
6.99907,1.61255,0.72646
4.81923,2.09317,0.58851
6.48195,9.51827,-0.28812
6.07381,6.68776,0.19396
5.18587,0.41353,-0.63173
0.50728,6.27023,0.47444
6.56883,3.56228,-0.64905
6.02792,5.73582,-0.71918
3.55718,4.73206,0.90676
2.99226,8.39251,-0.92522
4.52778,6.3201,-0.98911
9.31726,4.7726,0.99888
8.09279,1.24618,0.0857
1.42816,9.86344,-0.9565
5.43003,0.7106,-0.14207
6.48536,5.74535,-0.3294
3.40389,8.42771,-0.67042
1.37454,3.11745,-0.97581
8.79722,0.51232,0.11498
